order,age_group,func_EF_flex_one,func,ES_group,adult_ES_group,children_ES_group,study,year,task,speed_acc,speed_acc_matched,condition,measure,more_info,blank_1,PKU_mean,PKU_sd,PKU_N,current_phe_mean,current_phe_sd,blank_2,control_mean,control_sd,control_N,blank_3,cohens_d,blank_4,reverse,input_glass_delta,input_glass_delta_sd,include,blank_5,pku_age_mean,pku_age_sd,blank_6,control_age_mean,control_age_sd,diet_start_age1,diet_start_age2,diet_ends,diet_start_age3
496,Children,Visuo motor control,Visuo motor control,ES_medium,ES_large,ES_medium,Gassio et al 2005,2005,Tapping Dominant hand,NA,NA,NA,NA,Purdue Pegboard Test,NA,48,11,26,489,181,NA,51,10,21,NA,NA,NA,-1,-0.294972067,NA,1,NA,12.3,3.7,NA,11.8,3.6,NA,NA,NA,NA
497,Children,Visuo motor control,Visuo motor control,ES_medium,ES_large,ES_medium,Gassio et al 2005,2005,Tapping Nondominant hand,NA,NA,NA,NA,Purdue Pegboard Test,NA,50,11,26,489,181,NA,52,10,21,NA,NA,NA,-1,-0.196648045,NA,1,NA,12.3,3.7,NA,11.8,3.6,NA,NA,NA,NA
454,Children,Visuo-spatial attention acc,Visuo-spatial attention acc,ES_small,ES_small,ES_small,Griffiths 1995,1995,Letter cancellation,NA,NA,n correct in one min,"Letter Cancellation. Visual letter-search (Neisser t967). Twenty target stimuli, 1180 distractors. Four-minute time-limit.",NA,NA,3.33,3.52,10,348,167,NA,3.51,1.46,10,NA,NA,NA,-1,-0.118078333,NA,1,NA,7.53,-,NA,7.59,-,NA,median age 15 days (range 12-20),NA,NA
442,Children,Visuo-spatial attention acc,Visuo-spatial attention acc,ES_small,ES_small,ES_small,Antshel & Waisbren 2003,2003,Symbol Search,NA,NA,scaled score,based on N correct - errors,"from WISC, participants are given two minutes to answer as many items as possible. Each item is presented as a row of two symbols on the left and five symbols on the right. The participant indicates whether the set of five symbols includes either of the two symbols on the left",NA,9.9,2.8,46,490.34484,375.32568,NA,10.2,1.8,18,NA,NA,NA,-1,-0.164642375,NA,1,NA,10.75,2.1,NA,13.1,3.2,NA,NA,NA,NA
453,Children,Visuo-spatial attention acc,Visuo-spatial attention acc,ES_small,ES_small,ES_small,Antshel & Waisbren 2003,2003,Symbol Search,NA,NA,Errors,NA,"from WISC, participants are given two minutes to answer as many items as possible. Each item is presented as a row of two symbols on the left and five symbols on the right. The participant indicates whether the set of five symbols includes either of the two symbols on the left",NA,0.1,0.1,46,490.34484,375.32568,NA,0,0.1,18,NA,NA,NA,1,-0.987854251,NA,1,NA,10.75,2.1,NA,13.1,3.2,NA,NA,NA,NA
414,Children,Visuo-spatial skills,Visuo-spatial skills,ES_large,ES_small,ES_large,Smith et al 2000,2000,Line bisection,NA,NA,NA,distance from midpoint,NA,NA,2.21,0.53,19,777.2,199.9,NA,1.92,0.54,19,NA,NA,NA,1,-0.525770526,NA,1,NA,9.4,2.9,NA,9.3,2.9,NA,NA,NA,NA
429,Children,Visuo-spatial skills,Visuo-spatial skills,ES_large,ES_small,ES_large,Gassio et al 2005,2005,Rey-Osterrieth CFT-copy,NA,NA,Copy,NA,NA,NA,51,8,26,489,181,NA,60,10,21,NA,NA,NA,-1,-0.884916201,NA,1,NA,12.3,3.7,NA,11.8,3.6,NA,NA,NA,NA
427,Children,Visuo-spatial skills,Visuo-spatial skills,ES_large,ES_small,ES_large,Antshel & Waisbren 2003,2003,Rey-Osterrieth CFT-copy,NA,NA,Copy -organizational score,NA,NA,NA,38.5,9.3,46,490.34484,375.32568,NA,52.5,10.4,18,NA,NA,NA,-1,-1.329803799,NA,1,NA,10.75,2.1,NA,13.1,3.2,NA,NA,NA,NA
428,Children,Visuo-spatial skills,Visuo-spatial skills,ES_large,ES_small,ES_large,Leuzzi et al 2004,2009,Rey-Osterrieth CFT-copy,NA,NA,Copy,NA,NA,NA,28.53,5.17,14,491,149.2,NA,34.23,1.96,14,NA,NA,NA,-1,-2.823459481,NA,1,NA,10.8,1.25,NA,10.9,1.25,NA,NA,NA,NA
430,Children,Visuo-spatial skills,Visuo-spatial skills,ES_large,ES_small,ES_large,Bisiacchi et al 2018,2018,Street’s Completion Test,NA,NA,z score,"Gestalt test; in this test objects made of black blotches representing parts of objects have to be recognized, therefore participants
have to group the parts into a recognizable object and name it;",NA,NA,-0.59,0.94,11,743.18,83.66,NA,0,0.66,28,NA,NA,NA,-1,-0.875695733,NA,1,-1.237916665,13,2.483333333,NA,11.83333333,2.458333333,NA,NA,NA,NA
NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,Adults,EF-Flexibility,EF-Flexibility-other,ES_medium,ES_medium,ES_small,Moyle et al 2007,2007,TMT-difference,speed,NA,Trail making - Difference B-A time (sec.),SD must be estimated-Subtraction is not reported in the paper,NA,NA,40,35,12,-,NA,NA,31,11.9,12,NA,-0.344298563,NA,1,-0.730223124,NA,1,NA,NA,NA,NA,NA,NA,1,From birth,"cont treat, but off diet",Soon after birth
521,Adults,IQ,IQ,,,,Moyle et al 2007,2007,WAIS III-Processing Speed Index,speed,NA,WAIS III - Processing Speed Index,NA,NA,NA,92,12.5,12,-,NA,NA,106,12.5,12,NA,1.12,NA,-1,-1.08137931,NA,1,NA,NA,NA,NA,NA,NA,1,Since birth,off diet,Soon after birth
72,Adults,EF-Flexibility,EF-Flexibility-verbal,ES_medium,ES_medium,ES_small,Moyle et al 2007,2007,Phonemic fluency,NA,NA,Phonemic fluency - N correct,NA,NA,NA,39,13.9,12,-,NA,NA,41,11.1,12,NA,0.159005823,NA,-1,-0.173967071,NA,1,NA,NA,NA,NA,NA,NA,1,From birth,"cont treat, but off diet",Soon after birth
88,Adults,EF-Flexibility,EF-Flexibility-verbal,ES_medium,ES_medium,ES_small,Moyle et al 2007,2007,Semantic fluency,NA,NA,N correct,NA,NA,NA,21,11.1,12,-,NA,NA,23,3.8,12,NA,0.241077615,NA,-1,-0.508166969,NA,1,NA,NA,NA,NA,NA,NA,1,From birth,"cont treat, but off diet",Soon after birth
35,Adults,EF-Flexibility,EF-Flexibility-other,ES_medium,ES_medium,ES_small,Nardecchia et al 2015,2015,WCST,NA,NA,N perseverative responses,NA,NA,NA,108.5,17.82,14,-,NA,NA,105.93,9.73,14,NA,-0.179011446,NA,1,-0.2564384,NA,1,NA,NA,NA,NA,NA,NA,--,Witihn 2 months,cont treat,Witihn 2 months
36,Adults,EF-Flexibility,EF-Flexibility-other,ES_medium,ES_medium,ES_small,Nardecchia et al 2015,2015,WCST,NA,NA,N categories - correct,NA,NA,NA,5.57,1.16,14,-,NA,NA,6,0.1,14,NA,0.522297171,NA,-1,-4.174757282,NA,1,NA,NA,NA,NA,NA,NA,--,Witihn 2 months,cont treat,Witihn 2 months
103,Adults,EF-Reasoning and planning,EF-Reasoning and planning,ES_large,ES_large,ES_large,Nardecchia et al 2015,2015,Elithorn's-N solved trials,NA,NA,Elithorns Maze Test  - N of solved puzzles,NA,NA,NA,86.86,23.1,14,-,NA,NA,108.29,4.36,14,NA,1.289211072,NA,-1,-4.771978267,NA,1,NA,NA,NA,NA,NA,NA,3,Witihn 2 months,cont treat,Witihn 2 months
110,Adults,EF-Reasoning and planning,EF-Reasoning and planning,ES_large,ES_large,ES_large,Nardecchia et al 2015,2015,Tower Puzzle,NA,NA,Performance score,NA,NA,NA,98.14,13.04,14,-,NA,NA,100.86,8.8,14,NA,0.244518906,NA,-1,-0.300088261,NA,1,NA,NA,NA,NA,NA,NA,3,Witihn 2 months,cont treat,Witihn 2 months
520,Adults,IQ,IQ,,,,Moyle et al 2007,2007,WAIS III-Perceptual Organisation Index,NA,NA,WAIS III - Perceptual Organisation Index,NA,NA,NA,101,19.7,12,-,NA,NA,115,14.2,12,NA,0.815298086,NA,-1,-0.951918407,NA,1,NA,NA,NA,NA,NA,NA,1,Since birth,off diet,Soon after birth
522,Adults,IQ,IQ,,,,Moyle et al 2007,2007,WAIS III-Working Memory Index,NA,NA,WAIS III - Working Memory Index,NA,NA,NA,103,19.7,12,-,NA,NA,101,12.5,12,NA,-0.121229934,NA,-1,0.154482759,NA,1,NA,NA,NA,NA,NA,NA,1,Since birth,off diet,Soon after birth
519,Adults,IQ,IQ,,,,Nardecchia et al 2015,2015,WAIS-Full scale,NA,NA,WAIS-R - Full scale,NA,NA,NA,97.64,10.75,14,-,NA,NA,114.07,8.91,14,NA,1.664141585,NA,-1,-1.790286904,NA,1,NA,NA,NA,NA,NA,NA,3,Witihn 2 months,cont treat,Witihn 2 months
523,Adults,IQ,IQ,,,,St James et al 1993,1993,WASI,NA,NA,WASI - Performance Index,NA,NA,NA,85.7,16,70,-,NA,NA,95.2,14,68,NA,NA,NA,-1,-0.674822415,NA,1,NA,21,3.5,NA,21.2,3.7,NA,not reported,NA,NA
271,Adults,Verbal memory and learning,Verbal memory and learning,ES_medium,ES_medium,ES_medium,Moyle et al 2007,2007,WMS-III-Auditory delayed recall,NA,NA,Auditory delayed (WMS III) - Score,NA,NA,NA,108,14.2,12,-,NA,NA,109,2.7,12,NA,9.78E-02,NA,-1,-0.357598978,NA,1,NA,NA,NA,NA,NA,NA,1,From birth,off diet,Soon after birth
272,Adults,Verbal memory and learning,Verbal memory and learning,ES_medium,ES_medium,ES_medium,Moyle et al 2007,2007,WMS-III-Delayed recognition,NA,NA,Auditory recognition delayed (WMS III) -Score,NA,NA,NA,99,11.8,12,-,NA,NA,100,11.4,12,NA,8.62E-02,NA,-1,-8.47E-02,NA,1,NA,NA,NA,NA,NA,NA,1,From birth,off diet,Soon after birth
326,Adults,Verbal STM/WM,Verbal STM/WM,ES_medium,ES_medium,ES_small,Moyle et al 2007,2007,WMS-III Auditory Immediate Memory,NA,NA,Auditory Immediate Memory score (WMS III),NA,NA,NA,106,5.4,12,-,NA,NA,105,5.2,12,NA,-0.188645669,NA,-1,0.185676393,NA,1,NA,NA,NA,NA,NA,NA,1,Since birth,"cont treat, but off  diet",Soon after birth
383,Adults,Visual learning LTM,Visual learning LTM,ES_medium,ES_medium,ES_large,Nardecchia et al 2015,2015,Rey-Osterrieth CFT-recall,NA,NA,Recall  second assessment - % correct,NA,NA,NA,44.64,37.18,14,-,NA,NA,57.14,35.01,14,NA,0.346152001,NA,-1,-0.346641598,NA,1,NA,NA,NA,NA,NA,NA,3,Witihn 2 months,cont treat,Witihn 2 months
394,Adults,Visual learning LTM,Visual learning LTM,ES_medium,ES_medium,ES_large,Moyle et al 2007,2007,WMS-III Visual delayed,NA,NA,Visual Delayed  WMS III  - Score,NA,NA,NA,95,13.9,12,-,NA,NA,97,2.9,12,NA,0.199194888,NA,-1,-0.66587396,NA,1,NA,NA,NA,NA,NA,NA,1,From birth,off diet,Soon after birth
412,Adults,Visual STM/WM,Visual STM/WM,ES_large,ES_large,ES_medium,Moyle et al 2007,2007,WMS-III Visual Immedjate Memory,NA,NA,Visual Immediate memory score(WMS III),NA,NA,NA,94,19.4,12,-,NA,NA,96,11.8,12,NA,0.124562851,NA,-1,-0.16364699,NA,1,NA,NA,NA,NA,NA,NA,1,From birth,cont treat,Soon after birth
424,Adults,Visuo-spatial skills,Visuo-spatial skills,ES_small,ES_small,ES_large,Nardecchia et al 2015,2015,Rey-Osterrieth CFT-copy,NA,NA,Rey Figure Test with copy at second assessment - N correct,NA,NA,NA,77.86,28.6,14,-,NA,NA,86.79,24.31,14,NA,0.336450214,NA,-1,-0.356639363,NA,1,NA,NA,NA,NA,NA,NA,3,Witihn 2 months,cont treat,Witihn 2 months
207,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,ES_small,ES_large,Anderson et al 2002/2007,2002,Contingency Naming test,accuracy,accuracy,Errors,NA,NA,NA,7.77,5.7,36,-,NA,NA,3.52,3.96,69,NA,NA,NA,1,-1.065398511,NA,1,NA,11.18,3.4,NA,10.29,3.1,NA,NA,NA,NA
118,Children,EF-Reasoning and planning,EF-Reasoning and planning,ES_large,ES_large,ES_large,Anderson et al 2002/2007,2002,Tower Puzzle,accuracy,accuracy,Number correct,NA,NA,NA,9.94,1.68,36,-,-,NA,10.41,1.2,69,NA,NA,NA,-1,-0.388807786,NA,1,NA,11.18,3.4,NA,10.29,3.1,NA,NA,NA,NA
209,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,ES_small,ES_large,Anderson et al 2002/2007,2002,Contingency Naming test,speed,speed,Total time,NA,NA,NA,160.4,44.4,36,-,-,NA,133.41,30.66,69,NA,NA,NA,1,-0.873874517,NA,1,NA,11.18,3.4,NA,10.29,3.1,NA,NA,NA,NA
119,Children,EF-Reasoning and planning,EF-Reasoning and planning,ES_large,ES_large,ES_large,Anderson et al 2002/2007,2002,Tower Puzzle,speed,speed,Time,NA,NA,NA,328.51,119.88,36,-,-,NA,289.4,61.2,69,NA,NA,NA,1,-0.634387672,NA,1,NA,11.18,3.4,NA,10.29,3.1,NA,NA,NA,NA
261,Children,Divided attention,Divided attention,,,,Anderson et al 2002/2007,2008,Sky Search-Dual Task,NA,NA,speed + accuracy,NA,children have to look for a particular space ship among similar distractors on a large piece of paper; in the dual task condition they have to count the tone they hear at the same time.  Performance is measured with the time it taskes to complete the task.,NA,125.12,38.48856973,33,-,-,NA,91.62,38.48428251,34,NA,NA,NA,1,-0.860402402,NA,1,NA,11.18,3.4,NA,10.29,3.1,NA,NA,NA,NA
47,Children,EF-Flexibility,EF-Flexibility-other,ES_small,ES_medium,ES_small,Anderson et al 2003/2008,2008,Digit symbol coding,NA,NA,speed + accuracy,NA,The child is given a key in which digits are paired with simple shapes. The task is to draw each shape under its corresponding digit within a certain time limit - from WISC,NA,7.78,2.872281323,33,-,-,NA,10.48,2.915475947,34,NA,0.9329779,NA,-1,-0.915365421,NA,1,NA,11.18,3.4,NA,10.29,3.1,NA,NA,NA,NA
208,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,ES_small,ES_large,Anderson et al 2002/2007,2002,Contingency Naming test,NA,NA,Self correction,NA,NA,NA,3.84,3,36,-,-,NA,2.66,2.1,69,NA,NA,NA,1,-0.557803267,NA,1,NA,11.18,3.4,NA,10.29,3.1,NA,NA,NA,NA
145,Children,EF-Sustained attention,EF-Sustained attention,ES_medium,ES_large,ES_medium,Anderson et al 2002/2007,2008,Code Transmission,NA,NA,Number correct,NA,NA,NA,35.21,4.595650117,33,-,-,NA,35.94,4.664761516,34,NA,NA,NA,-1,-0.154679805,NA,1,NA,11.18,3.4,NA,10.29,3.1,NA,NA,NA,NA
139,Children,EF-Sustained attention,EF-Sustained attention,ES_medium,ES_large,ES_medium,Anderson et al 2002/2007,2008,Digital Distraction,NA,NA,Number correct,"Children must count the number of beeps presented on audio tape while random numbers are intermittenly presented,",NA,NA,3.56,1.723368794,33,-,-,NA,4.61,1.749285568,34,NA,NA,NA,-1,-0.593292403,NA,1,NA,11.18,3.4,NA,10.29,3.1,NA,NA,NA,NA
278,Children,Verbal memory and learning,Verbal memory and learning,ES_medium,ES_medium,ES_medium,Anderson et al 2002/2007,2008,Word-list learning,NA,NA,Rey AVLT–total,NA,NA,NA,41.49,8.61684397,33,-,-,NA,48,8.746427842,34,NA,NA,NA,-1,-0.735682579,NA,1,NA,11.18,3.4,NA,10.29,3.1,NA,NA,NA,NA
279,Children,Verbal memory and learning,Verbal memory and learning,ES_medium,ES_medium,ES_medium,Anderson et al 2002/2007,2008,Word-list learning,NA,NA,RVDLT–total,NA,NA,NA,28.26,8.61684397,33,-,-,NA,34.07,8.746427842,34,NA,NA,NA,-1,-0.656576926,NA,1,NA,11.18,3.4,NA,10.29,3.1,NA,NA,NA,NA
309,Children,Verbal STM/WM,Verbal STM/WM,ES_small,ES_medium,ES_small,Anderson et al 2002/2007,2008,Digit span–backwards,NA,NA,Digit span–backwards,NA,NA,NA,3.27,1.148912529,33,-,-,NA,3.88,1.166190379,34,NA,NA,NA,-1,-0.517011951,NA,1,NA,11.18,3.4,NA,10.29,3.1,NA,NA,NA,NA
304,Children,Verbal STM/WM,Verbal STM/WM,ES_small,ES_medium,ES_small,Anderson et al 2002/2007,2008,Digit span-forward,NA,NA,Digit span-forward,NA,NA,NA,5.32,1.148912529,33,-,-,NA,5.56,1.166190379,34,NA,NA,NA,-1,-0.203414538,NA,1,NA,11.18,3.4,NA,10.29,3.1,NA,NA,NA,NA
441,Children,Visual spatial attention speed,Visual spatial attention speed,,,,Anderson et al 2002/2007,2008,Symbol Search,NA,NA,speed + accuracy,NA,from WISC,NA,8.36,2.872281323,33,-,-,NA,11.35,2.915475947,34,NA,NA,NA,-1,-1.013682448,NA,1,NA,11.18,3.4,NA,10.29,3.1,NA,NA,NA,NA
426,Children,Visuo-spatial skills,Visuo-spatial skills,ES_large,ES_small,ES_large,Anderson et al 2002/2007,2002,Rey-Osterrieth CFT-copy,NA,NA,Copy,NA,NA,NA,27.24,6.72,36,-,-,NA,29.26,4.92,69,NA,NA,NA,-1,-0.407572251,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,Children,Visuo-spatial attention acc,Visuo-spatial attention acc,ES_small,ES_small,ES_small,Anderson et al 2002/2007,2008,Sky Search,NA,NA,Number correct,Iit measures selective attention and visual search; children have to look for a particular space ship among similar distractors on a large piece of paper.,"ircle all the targets (spaceships) as quickly as
possible on a laminated sheet filled with very similar distractors.",NA,17.6,2.872281323,33,NA,NA,NA,18.79,2.332380758,34,NA,NA,NA,-1,-0.504298542,NA,1,NA,11.18,3.4,NA,10.29,3.1,NA,NA,NA,NA
154,Mixed-age,EF-Inhibitory control,EF-Inhibitory control,,ES_small,ES_large,Brunner and Berry 1987,1987,Continuous perfomance task,accuracy,accuracy,False alarms,NA,NA,NA,9.1,11.08,22,1529.32,-,NA,7.67,7.11,12,NA,NA,NA,1,-0.196374187,NA,1,NA,16.4,5.6,NA,13.4,3.9,BY  6 WEEKS,NA,Coninuous - for all but 4 ppts who terminated diet by age 7,NA
228,Mixed-age,EF-Inhibitory control,EF-Inhibitory control,,ES_small,ES_large,Van Zutphen et al 2007,2007,Flanker task-INTERFERENCE,accuracy,accuracy,Inhibition condition Errors,Colour-word switching,From D-KEFS,NA,8.73,3.35,15,660,337,NA,10,3,20,NA,NA,NA,-1,-0.413638677,NA,1,NA,14.8,3,NA,NA,NA,NA,NA,NA,NA
229,Mixed-age,EF-Inhibitory control,EF-Inhibitory control,,ES_small,ES_large,Van Zutphen et al 2007,2007,Flanker task-INTERFERENCE,accuracy,accuracy,Switching condition Errors,Colour-word Inhibition,From D-KEFS,NA,9.54,2.07,15,660,337,NA,10,3,20,NA,NA,NA,-1,-0.149821883,NA,1,NA,14.8,3,NA,NA,NA,NA,NA,NA,NA
490,Mixed-age,Visuo motor control,Visuo motor control,,ES_large,ES_medium,Luciana et al 2001,2001,Motor screening task,accuracy,accuracy,Errors,Error,"quickly and accurately touch visual targets that are
presented one at a time on the computer screen",NA,15.9,8.5,18,NA,NA,NA,14.1,3.9,16,NA,NA,NA,1,-0.450635978,NA,1,NA,17.88,2.74,NA,16.32,2.92,NA,NA,NA,NA
230,Mixed-age,EF-Inhibitory control,EF-Inhibitory control,,ES_small,ES_large,Van Zutphen et al 2007,2007,Stroop-INTERFERENCE,speed,speed,Inhibition condition ?,Colour-word switching,From D-KEFS,NA,9.4,4.3,15,660,337,NA,10,3,20,NA,NA,NA,-1,-0.195419847,NA,1,NA,14.8,3,NA,NA,NA,NA,NA,NA,NA
231,Mixed-age,EF-Inhibitory control,EF-Inhibitory control,,ES_small,ES_large,Van Zutphen et al 2007,2007,Stroop-INTERFERENCE,speed,speed,Switching condition ?,Colour-word Inhibition,From D-KEFS,NA,8.26,4.2,15,660,337,NA,10,3,20,NA,NA,NA,-1,-0.566717557,NA,1,NA,14.8,3,NA,NA,NA,NA,NA,NA,NA
155,Mixed-age,EF-Sustained attention,EF-Sustained attention,,ES_large,ES_medium,Brunner and Berry 1987,1987,Continuous perfomance task,speed,speed,RT,NA,NA,NA,415.18,107.71,22,1529.32,-,NA,354.31,55.72,12,NA,NA,NA,1,-1.066621069,NA,1,NA,16.4,5.6,NA,13.4,3.9,BY  6 WEEKS,NA,Coninuous - for all but 4 ppts who terminated diet by age 8,NA
457,Mixed-age,Simple RT-Visuo-spatial,Simple RT-Visuo-spatial,,ES_small,ES_small,Griffiths 1995,1995,Simple RT,speed,NA,Button-pressing in response to single light stimulus. Preferred hand. Ten trials summated.,NA,NA,NA,2.37,0.77,10,1014,216,NA,2.2,0.47,10,NA,NA,NA,-1,0.346418939,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,Mixed-age,Visuo motor control,Visuo motor control,,ES_large,ES_medium,Luciana et al 2001,2001,Motor screening task,speed,speed,Latency,latency,NA,NA,812.3,184.1,18,NA,NA,NA,796.1,222.1,16,NA,NA,NA,1,-7.12E-02,NA,1,NA,17.88,2.74,NA,16.32,2.92,NA,NA,NA,NA
480,Mixed-age,Visuo motor control,Visuo motor control,,ES_large,ES_medium,Griffiths 1995,1995,Peg transfer-Purdue Pegboard,speed,NA,Grooved pegboard - Time (sec.),Purdue Pegboard (Lafayette Instruments) without collars and washers. Total time for transferring 25 pegs from left to right column of holes and back again. Preferred hand; seconnds??,NA,NA,51.5,5.42,10,1014,216,NA,46.9,4.75,10,NA,NA,NA,-1,0.927501853,NA,1,NA,20.6,3.8,13.6-28.42,NA,NA,NA,NA,NA,NA
68,Mixed-age,EF-Flexibility,EF-Flexibility-other,,ES_medium,ES_small,Griffiths 1995,1995,Design fluency,NA,NA,Number of non-repeated designs in 3 min,Visual matching-to-sample of complex drawings. First items from MFFT20 (Caims & Cammock 1978). - Identify from a group of 6 similar figures the one tht matches a given sample. It measures One-minute time-limit per figure. It is supposed to test speed of reflection and impulsivity.,NA,NA,18.2,3.43,10,1014,216,NA,24.5,3.41,10,NA,NA,NA,-1,-1.769443641,NA,1,NA,20.6,3.8,13.6-28.42,NA,NA,NA,NA,NA,NA
62,Mixed-age,EF-Flexibility,EF-Flexibility-other,,ES_medium,ES_small,Van Zutphen et al 2007,2007,Design Fluency,NA,NA,Design fluency empy dots,NA,From D-KEFS,NA,8.87,2.53,15,660,337,NA,10,3,20,NA,0.407211834,NA,-1,-0.368040712,NA,1,NA,14.8,3,NA,NA,NA,NA,NA,NA,NA
63,Mixed-age,EF-Flexibility,EF-Flexibility-other,,ES_medium,ES_small,Van Zutphen et al 2007,2007,Design Fluency,NA,NA,Design fluency filled dots,NA,From D-KEFS,NA,9.2,2.08,15,660,337,NA,10,3,20,NA,0.309919257,NA,-1,-0.260559796,NA,1,NA,14.8,3,NA,NA,NA,NA,NA,NA,NA
64,Mixed-age,EF-Flexibility,EF-Flexibility-other,,ES_medium,ES_small,Van Zutphen et al 2007,2007,Design Fluency,NA,NA,Percent Design Accuracy,NA,NA,NA,6.15,3.87,15,660,337,NA,10,3,20,NA,1.111934516,NA,-1,-1.25394402,NA,1,NA,14.8,3,NA,NA,NA,NA,NA,NA,NA
78,Mixed-age,EF-Flexibility,EF-Flexibility-verbal,,ES_medium,ES_small,Van Zutphen et al 2007,2007,Phonemic Fluency,NA,NA,Total words,NA,From D-KEFS,NA,10.47,3.64,15,660,337,NA,10,3,20,NA,NA,NA,-1,0.15307888,NA,1,NA,14.8,3,NA,NA,NA,NA,NA,NA,NA
86,Mixed-age,EF-Flexibility,EF-Flexibility-verbal,,ES_medium,ES_small,Griffiths 1995,1995,Phonemic fluency,NA,NA,Total words correct,"F', 'A', 'S'",NA,NA,33.8,9.43,10,1014,216,NA,38.9,8.63,10,NA,NA,NA,-1,-0.565991546,NA,1,NA,20.6,3.8,13.6-28.42,NA,NA,NA,NA,NA,NA
93,Mixed-age,EF-Flexibility,EF-Flexibility-verbal,,ES_medium,ES_small,Van Zutphen et al 2007,2007,Semantic fluency,NA,NA,Total words,NA,From D-KEFS,NA,11,3.92,15,660,337,NA,10,3,20,NA,NA,NA,-1,0.325699746,NA,1,NA,14.8,3,NA,NA,NA,NA,NA,NA,NA
66,Mixed-age,EF-Flexibility,EF-Flexibility-other,,ES_medium,ES_small,Gassio et al 2005,2005,TMT–B,NA,NA,NA,NA,NA,NA,45,13,26,489,181,NA,53,11,21,NA,NA,NA,-1,-0.715083799,NA,1,NA,12.3,3.7,NA,11.8,3.6,NA,NA,NA,NA
65,Mixed-age,EF-Flexibility,EF-Flexibility-other,,ES_medium,ES_small,Van Zutphen et al 2007,2007,TMT–B,NA,NA,TMT Numbe/letterr sequencing,NA,From D-KEFS,NA,8.07,2.74,15,660,337,NA,10,3,20,NA,NA,NA,-1,-0.628600509,NA,1,NA,14.8,3,NA,NA,NA,NA,NA,NA,NA
67,Mixed-age,EF-Flexibility,EF-Flexibility-other,,ES_medium,ES_small,Luciana et al 2001,2001,WCST,NA,NA,Average ES,NA,Set shifting task (analogous of WCST),NA,7.925,7.1505,18,-,-,NA,7.15,5.89,16,NA,NA,NA,1,-0.128470783,NA,1,NA,17.88,2.74,NA,16.32,2.92,NA,NA,NA,NA
124,Mixed-age,EF-Reasoning and planning,EF-Reasoning and planning,,ES_large,ES_large,Van Zutphen et al 2007,2007,Combined Description Score,NA,NA,NA,NA,From D-KEFS,NA,7.53,2.2,15,660,337,NA,10,3,20,NA,NA,NA,-1,-0.804478372,NA,1,NA,14.8,3,NA,NA,NA,NA,NA,NA,NA
125,Mixed-age,EF-Reasoning and planning,EF-Reasoning and planning,,ES_large,ES_large,Van Zutphen et al 2007,2007,Confirmed correct sort,NA,NA,NA,NA,NA,NA,8.07,2.09,15,660,337,NA,10,3,20,NA,NA,NA,-1,-0.628600509,NA,1,NA,14.8,3,NA,NA,NA,NA,NA,NA,NA
126,Mixed-age,EF-Reasoning and planning,EF-Reasoning and planning,,ES_large,ES_large,Van Zutphen et al 2007,2007,Free Sorting Description,NA,NA,NA,NA,From D-KEFS,NA,7.73,2.34,15,660,337,NA,10,3,20,NA,NA,NA,-1,-0.739338422,NA,1,NA,14.8,3,NA,NA,NA,NA,NA,NA,NA
138,Mixed-age,EF-Reasoning and planning,EF-Reasoning and planning,,ES_large,ES_large,Griffiths 1995,1995,Matching figures,NA,NA,N correct/21,Visual matching-to-sample of complex drawings. First items from MFFT20 (Caims & Cammock 1978). - Identify from a group of 6 similar figures the one tht matches a given sample. It measures One-minute time-limit per figure. It is supposed to test speed of reflection and impulsivity.,NA,NA,7.2,1.4,10,1014,216,NA,8.8,1.23,10,NA,NA,NA,-1,-1.245849078,NA,1,NA,20.6,3.8,13.6-28.42,NA,NA,NA,NA,NA,NA
127,Mixed-age,EF-Reasoning and planning,EF-Reasoning and planning,,ES_large,ES_large,Van Zutphen et al 2007,2007,Sort Recognition Description,NA,NA,NA,NA,From D-KEFS,NA,7.6,1.72,15,660,337,NA,10,3,20,NA,NA,NA,-1,-0.781679389,NA,1,NA,14.8,3,NA,NA,NA,NA,NA,NA,NA
