order,age_group,func_EF_flex_one,func,ES_group,adult_ES_group,children_ES_group,study,year,task,speed_acc,speed_acc_matched,condition,measure,more_info,PKU_mean,PKU_sd,PKU_N,current_phe_mean,current_phe_sd,control_mean,control_sd,control_N,cohens_d,reverse,input_glass_delta,input_glass_delta_sd,include,pku_age_mean,pku_age_sd,control_age_mean,control_age_sd,diet_start_age1,diet_start_age2,diet_ends,diet_start_age3,CohensD,HedgesG,SMD,GlassDelta,InputDataSMD,ScaledSESqr,Vdf,SmallSampCor,g,Vg,FunctionMean,FunctionSD,Outlier,OutlierLowCut,OutlierHighCut
82,Children,EF-Flexibility,EF-Flexibility-verbal,ES_small,ES_medium,ES_small,Banerjee et al 2011,2011,Phonemic fluency,NA,NA,Total words,NA,NA,8,3.4,36,508.50576,284.52108,10.3,3.5,41,NA,-1,-0.650549451,NA,1,12.2,3.9,13.1,3.2,NA,NA,NA,NA,-0.665953676,-0.659271867,-0.657142857,-0.657142857,-0.650549451,0.050603396,40,0.981132075,-0.644743935,0.05579958,-0.487934846,0.563967184,0,-1.897852806,0.921983114
77,Children,EF-Flexibility,EF-Flexibility-verbal,ES_small,ES_medium,ES_small,Bisiacchi et al 2018,2018,Phonemic Fluency,NA,NA,Total words,NA,NA,23.6,8,11,743.18,83.66,26.9,9.4,28,NA,-1,-0.343899262,NA,1,13,2.483333333,11.83333333,2.458333333,NA,NA,NA,NA,-0.364922326,-0.357474931,-0.35106383,-0.35106383,-0.343899262,0.101560617,27,0.971962617,-0.341220919,0.10371676,-0.487934846,0.563967184,0,-1.897852806,0.921983114
85,Children,EF-Flexibility,EF-Flexibility-verbal,ES_small,ES_medium,ES_small,Griffiths 1995,1995,Phonemic fluency,NA,NA,Total words correct,"F', 'A', 'S'",NA,18.8,8.95,10,348,167,19,9.63,10,NA,-1,-0.019890893,NA,1,7.53,-,7.59,-,NA,median age 15 days (range 12-20),NA,NA,-0.021514122,-0.020605074,-0.020768432,-0.020768432,-0.019890893,0.186376081,9,0.914285714,-0.018988281,0.186396112,-0.487934846,0.563967184,0,-1.897852806,0.921983114
84,Children,EF-Flexibility,EF-Flexibility-verbal,ES_small,ES_medium,ES_small,Smith et al 2000,2000,Phonemic fluency,NA,NA,Total words,"number of words generated (F, A, S)",NA,19.79,8.74,19,777.2,199.9,20.68,13.44,19,NA,-1,-0.064831002,NA,1,9.4,2.9,9.3,2.9,NA,NA,NA,NA,-0.078509196,-0.07686215,-0.066220238,-0.066220238,-0.064831002,0.074888789,18,0.957746479,-0.0634222,0.075000522,-0.487934846,0.563967184,0,-1.897852806,0.921983114
98,Children,EF-Flexibility,EF-Flexibility-verbal,ES_small,ES_medium,ES_small,White et al 2001,2001,Semantic fluency,NA,NA,Total words,NA,NA,16.3,5.12,23,496.4,230,16.57,6.92,23,NA,-1,-0.038348472,NA,1,10.7,3.4,11.1,3.7,NA,NA,NA,NA,-0.044357526,-0.043597111,-0.039017341,-0.039017341,-0.038348472,0.067279518,22,0.965517241,-0.037671915,0.067311772,-0.487934846,0.563967184,0,-1.897852806,0.921983114
97,Children,EF-Flexibility,EF-Flexibility-verbal,ES_small,ES_medium,ES_small,Banerjee et al 2011,2011,Semantic fluency,NA,NA,Total words,NA,NA,16.85,5.55,36,508.50576,284.52108,17.85,6.45,41,NA,-1,-0.153483187,NA,1,12.2,3.9,13.1,3.2,NA,NA,NA,NA,-0.165379646,-0.163720319,-0.15503876,-0.15503876,-0.153483187,0.044956917,40,0.981132075,-0.1521135,0.045246148,-0.487934846,0.563967184,0,-1.897852806,0.921983114
90,Children,EF-Flexibility,EF-Flexibility-verbal,ES_small,ES_medium,ES_small,Bisiacchi et al 2018,2018,Semantic fluency,NA,NA,Total words,NA,NA,49.6,11.5,11,743.18,83.66,53.5,13.4,28,NA,-1,-0.285105087,NA,1,13,2.483333333,11.83333333,2.458333333,NA,NA,NA,NA,-0.301995915,-0.295832733,-0.291044776,-0.291044776,-0.285105087,0.102670887,27,0.971962617,-0.282884642,0.104152807,-0.487934846,0.563967184,0,-1.897852806,0.921983114
50,Children,EF-Flexibility,EF-Flexibility-other,ES_small,ES_medium,ES_small,Jahja et al 2014,2014,shifting attentional set-visual,NA,NA,SSV part3-part1 - flexibility - high phe group,NA,NA,15.2,15.94239631,21,590,248,8.2,9.170605214,73,NA,1,-0.757068823,NA,1,10.6,2.5,10.9,2.2,NA,NA,NA,NA,-0.636180786,-0.630980398,-0.763308401,-0.763308401,-0.757068823,0.157608941,72,0.989547038,-0.755329567,0.161570905,-0.704966472,0.850819706,0,-2.832015736,1.422082792
51,Children,EF-Flexibility,EF-Flexibility-other,ES_small,ES_medium,ES_small,Trimarco et al 2020,2020,Switching combined,NA,NA,"The child listens to a series of words and touches the
appropriate circle (matching or contrasting) when he or she hears a
target word (description in paper??) Switching
involves rapidly saying the correct shape or
arrow direction if the object is colored white, or
saying the opposite shape or arrow direction if",scaled score (norm=10;3),NA,7,2.25,15,289,82.8,10,2.25,14,NA,-1,-1.295950156,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,-1.333333333,-1.295950156,-1.333333333,-1.333333333,-1.295950156,0.138095238,13,0.941176471,-1.254901961,0.198663659,-0.704966472,0.850819706,0,-2.832015736,1.422082792
57,Children,EF-Flexibility,EF-Flexibility-other,ES_small,ES_medium,ES_small,Stemerdink et al 1999,1999,WCST,NA,NA,Number of categories,NA,NA,4.1,1.9,36,455,250,4.8,2,36,NA,-1,-0.346236559,NA,1,13.3,3,13.2,3,NA,NA,NA,NA,-0.358856411,-0.35499774,-0.35,-0.35,-0.346236559,0.052847222,35,0.978417266,-0.342446043,0.054522498,-0.704966472,0.850819706,0,-2.832015736,1.422082792
58,Children,EF-Flexibility,EF-Flexibility-other,ES_small,ES_medium,ES_small,Stemerdink et al 1999,1999,WCST,NA,NA,percentage perseverative Errors,NA,NA,11.6,7.9,36,455,250,7.8,4.9,36,NA,-1,0.767171385,NA,1,13.3,3,13.2,3,NA,NA,NA,NA,0.578084684,0.57186872,0.775510204,0.775510204,0.767171385,0.099981489,35,0.978417266,0.758772574,0.108206287,-0.704966472,0.850819706,0,-2.832015736,1.422082792
59,Children,EF-Flexibility,EF-Flexibility-other,ES_small,ES_medium,ES_small,Gassio et al 2005,2005,WCST,NA,NA,Perseverative Errors,NA,NA,50,11,26,489,181,57,7,21,NA,-1,-0.983240223,NA,1,12.3,3.7,11.8,3.6,NA,NA,NA,NA,-0.741998516,-0.729562787,-1,-1,-0.983240223,0.1425955,20,0.962025316,-0.962025316,0.165732817,-0.704966472,0.850819706,0,-2.832015736,1.422082792
53,Children,EF-Flexibility,EF-Flexibility-other,ES_small,ES_medium,ES_small,Leuzzi et al 2004,2004,WCST,NA,NA,Perseverative Errors,NA,NA,17.71,11.68,14,491,149.2,7.61,3.17,14,NA,1,-3.093320266,NA,1,10.8,1.25,10.9,1.25,NA,NA,NA,NA,-1.18021221,-1.145837098,-3.186119874,-3.186119874,-3.093320266,1.041132434,13,0.941176471,-2.998701058,1.386986589,-0.704966472,0.850819706,1,-2.832015736,1.422082792
54,Children,EF-Flexibility,EF-Flexibility-other,ES_small,ES_medium,ES_small,Leuzzi et al 2004,2004,WCST,NA,NA,Categories,NA,NA,5.07,1.32,14,491,149.2,6,1.3,14,NA,-1,-0.69454817,NA,1,10.8,1.25,10.9,1.25,NA,NA,NA,NA,-0.709902981,-0.689226195,-0.715384615,-0.715384615,-0.69454817,0.145071851,13,0.941176471,-0.673303167,0.162507896,-0.704966472,0.850819706,0,-2.832015736,1.422082792
60,Children,EF-Flexibility,EF-Flexibility-other,ES_small,ES_medium,ES_small,White et al 2001,2001,WCST,NA,NA,Correct responses,NA,NA,68.48,14.01,23,496.4,230,71.09,9.81,23,NA,-1,-0.261494102,NA,1,10.7,3.4,11.1,3.7,NA,NA,NA,NA,-0.215814462,-0.212114785,-0.266055046,-0.266055046,-0.261494102,0.132155144,22,0.965517241,-0.256880734,0.133654865,-0.704966472,0.850819706,0,-2.832015736,1.422082792
61,Children,EF-Flexibility,EF-Flexibility-other,ES_small,ES_medium,ES_small,White et al 2001,2001,WCST,NA,NA,Perseverative Errors,NA,NA,18.48,18.82,23,496.4,230,17.91,13.44,23,NA,1,-0.041683673,NA,1,10.7,3.4,11.1,3.7,NA,NA,NA,NA,-0.034856486,-0.034258946,-0.042410714,-0.042410714,-0.041683673,0.128731888,22,0.965517241,-0.040948276,0.128769996,-0.704966472,0.850819706,0,-2.832015736,1.422082792
55,Children,EF-Flexibility,EF-Flexibility-other,ES_small,ES_medium,ES_small,Smith et al 2000,2000,WCST,NA,NA,Perseverative Errors,percentage perseverative errors,NA,18.25,8.08,19,777.2,199.9,13.77,7.64,19,NA,1,-0.5740856,NA,1,9.4,2.9,9.3,2.9,NA,NA,NA,NA,-0.569751418,-0.557798591,-0.586387435,-0.586387435,-0.5740856,0.111500002,18,0.957746479,-0.561610501,0.12026129,-0.704966472,0.850819706,0,-2.832015736,1.422082792
56,Children,EF-Flexibility,EF-Flexibility-other,ES_small,ES_medium,ES_small,Smith et al 2000,2000,WCST,NA,NA,Number of categories,number of categories,NA,4.65,1.45,19,777.2,199.9,5.47,1.02,19,NA,-1,-0.787056081,NA,1,9.4,2.9,9.3,2.9,NA,NA,NA,NA,-0.654129249,-0.640406258,-0.803921569,-0.803921569,-0.787056081,0.158992493,18,0.957746479,-0.769953052,0.175459929,-0.704966472,0.850819706,0,-2.832015736,1.422082792
216,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,ES_small,ES_large,Christ et al 2006,2006,Flanker task-INTERFERENCE,NA,NA,Errors,NA,Stroop task,2.2,3.2,26,423.8,339,1.6,2.3,25,NA,1,-0.256856187,NA,1,11.2,3.1,11.3,3.4,NA,NA,NA,NA,-0.214621182,-0.211319318,-0.260869565,-0.260869565,-0.256856187,0.114451069,24,0.968421053,-0.252631579,0.115780709,-0.514355554,0.502573004,0,-1.770788066,0.742076957
221,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,ES_small,ES_large,Jahja et al 2014,2014,Flanker task-INTERFERENCE,NA,NA,FL part 2 - part 1 - inhibitory control,high phe group,NA,7.1,7.7,21,590,248,4.2,3.7,73,NA,1,-0.777376832,NA,1,10.6,2.5,10.9,2.2,NA,NA,NA,NA,-0.596917065,-0.592037634,-0.783783784,-0.783783784,-0.777376832,0.21993189,72,0.989547038,-0.775590922,0.22410926,-0.514355554,0.502573004,0,-1.770788066,0.742076957
223,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,ES_small,ES_large,Trimarco et al 2020,2020,Inhibition subtest combined,NA,NA,"Inhibition involves rapid opposite naming of
shapes (saying square when circle, saying circle
when square) or arrows (say up when pointing
down, say down when pointing up).",scaled score (norm=10;3),NA,7,2,15,289,82.8,10,2,14,NA,-1,-1.457943925,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,-1.5,-1.457943925,-1.5,-1.5,-1.457943925,0.138095238,13,0.941176471,-1.411764706,0.214752145,-0.514355554,0.502573004,0,-1.770788066,0.742076957
222,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,ES_small,ES_large,Leuzzi et al 2004,2008,Luria Motor Learning Test,NA,NA,respond with opposite gesture to those made by assessor,NA,NA,37.85,1.95,14,491,149.2,37.46,1.45,14,NA,-1,0.26113157,NA,1,10.8,1.25,10.9,1.25,NA,NA,NA,NA,0.226970625,0.22035983,0.268965517,0.268965517,0.26113157,0.200611517,13,0.941176471,0.253144016,0.203076205,-0.514355554,0.502573004,0,-1.770788066,0.742076957
220,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,ES_small,ES_large,Jahja et al 2014,2014,Shifting attentional set-visual,NA,NA,SSV part 2 - opposite movement,high phe group,NA,14.6,11.4,21,590,248,7.2,7.1,73,NA,1,-1.033733738,NA,1,10.6,2.5,10.9,2.2,NA,NA,NA,NA,-0.899344803,-0.89199321,-1.042253521,-1.042253521,-1.033733738,0.136463388,72,0.989547038,-1.031358885,0.143850201,-0.514355554,0.502573004,0,-1.770788066,0.742076957
242,Children,EF-Inhibitory control-baseline,EF-Inhibitory control-baseline,NA,NA,NA,Jahja et al 2014,2014,Flanker task-baseline-accuracy,NA,NA,FL part 1 - facilitation (closest to baseline),high phe group,NA,7,7.9,21,590,248,3.9,3.7,73,NA,1,-0.830989027,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,-0.629108695,-0.623966117,-0.837837838,-0.837837838,-0.830989027,0.230784442,72,0.989547038,-0.829079951,0.235557869,-0.460131507,0.377327777,0,-1.403450949,0.483187935
236,Children,EF-Inhibitory control-baseline,EF-Inhibitory control-baseline,NA,NA,NA,Jahja et al 2014,2014,Shifting attentional set-visual,NA,NA,SSV part 1 - consistent movement,high phe group,NA,4.4,5.4,21,590,248,2.1,2.9,73,NA,1,-0.786620314,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,-0.639855585,-0.634625158,-0.793103448,-0.793103448,-0.786620314,0.178808194,72,0.989547038,-0.784813168,0.183085497,-0.460131507,0.377327777,0,-1.403450949,0.483187935
256,Children,EF-Inhibitory control-baseline,EF-Inhibitory control-baseline,NA,NA,NA,Janos et al 2012,2012,Stimulus–response compatibility mean RT,NA,NA,compatible condition press righ key when right circle britens,NA,NA,565,162,42,546,331,479,175,81,NA,1,-0.48837622,NA,1,11.8,3.5,12.3,3.2,NA,NA,NA,NA,-0.503790224,-0.500661092,-0.491428571,-0.491428571,-0.48837622,0.032749178,80,0.990595611,-0.486806986,0.034230309,-0.460131507,0.377327777,0,-1.403450949,0.483187935
257,Children,EF-Inhibitory control-baseline,EF-Inhibitory control-baseline,NA,NA,NA,Janos et al 2012,2012,Stimulus–response compatibility SD RT,NA,NA,NA,NA,NA,199,130,42,546,331,155,127,81,NA,1,-0.344304788,NA,1,11.8,3.5,12.3,3.2,NA,NA,NA,NA,-0.343684475,-0.341549789,-0.346456693,-0.346456693,-0.344304788,0.037293348,80,0.990595611,-0.34319848,0.038029505,-0.460131507,0.377327777,0,-1.403450949,0.483187935
114,Children,EF-Reasoning and planning,EF-Reasoning and planning,ES_large,ES_large,ES_large,Trimarco et al 2020,2020,Animal sorting,NA,NA,NA,A card-sorting task assessing concept formation,NA,10,3.5,15,289,82.8,10,1.75,14,NA,-1,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.338095238,13,0.941176471,0,0.338095238,-0.910729111,1.01160159,0,-3.439733086,1.618274863
115,Children,EF-Reasoning and planning,EF-Reasoning and planning,ES_large,ES_large,ES_large,Trimarco et al 2020,2020,Clocks,NA,NA,NA,"Recognizing time on analog clocks and costructing clock faces
time
on
analog
clocks,
and
constructing
clock
faces",NA,5,1.25,15,289,82.8,6,1.25,14,NA,-1,-0.777570093,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,-0.8,-0.777570093,-0.8,-0.8,-0.777570093,0.138095238,13,0.941176471,-0.752941176,0.159899869,-0.910729111,1.01160159,0,-3.439733086,1.618274863
116,Children,EF-Reasoning and planning,EF-Reasoning and planning,ES_large,ES_large,ES_large,Leuzzi et al 2004,2005,Connecting dots,NA,NA,NA,Connect black dots arranged on a grid following rules,NA,54.21,5.1,14,491,149.2,56.38,2.72,14,NA,-1,-0.774557396,NA,1,NA,NA,NA,NA,10.8,1.25,NA,10.9,-0.53094177,-0.515477447,-0.797794118,-0.797794118,-0.774557396,0.322544643,13,0.941176471,-0.750865052,0.344229194,-0.910729111,1.01160159,0,-3.439733086,1.618274863
117,Children,EF-Reasoning and planning,EF-Reasoning and planning,ES_large,ES_large,ES_large,Leuzzi et al 2004,2006,Elithorn’s Maze,NA,NA,NA,Object categorization task,NA,9.57,3.33,14,491,149.2,15.19,2.37,14,NA,-1,-2.302240793,NA,1,10.8,1.25,10.9,1.25,NA,NA,NA,NA,-1.944543552,-1.887906361,-2.371308017,-2.371308017,-2.302240793,0.212443061,13,0.941176471,-2.23181931,0.404020654,-0.910729111,1.01160159,0,-3.439733086,1.618274863
113,Children,EF-Reasoning and planning,EF-Reasoning and planning,ES_large,ES_large,ES_large,Griffiths 1995,1995,Matching figures,NA,NA,N correct/20,Visual matching-to-sample of complex drawings. First items from MFFT20 (Caims & Cammock 1978). - Identify from a group of 6 similar figures the one tht matches a given sample. It measures One-minute time-limit per figure. It is supposed to test speed of reflection and impulsivity.,NA,4.9,1.52,10,348,NA,4.8,1.55,10,NA,-1,0.061790095,NA,1,7.53,-,7.59,-,NA,median age 15 days (range 12-20),NA,NA,0.06514347,0.062390929,0.064516129,0.064516129,0.061790095,0.196166493,9,0.914285714,0.058986175,0.196359792,-0.910729111,1.01160159,0,-3.439733086,1.618274863
122,Children,EF-Reasoning and planning,EF-Reasoning and planning,ES_large,ES_large,ES_large,Leuzzi et al 2004,2004,Tower Puzzle,NA,NA,NA,NA,NA,23.21,5.22,14,491,149.2,29.07,2.92,14,NA,-1,-1.948397393,NA,1,10.8,1.25,10.9,1.25,NA,NA,NA,NA,-1.385555755,-1.345199762,-2.006849315,-2.006849315,-1.948397393,0.299697745,13,0.941176471,-1.888799355,0.436911707,-0.910729111,1.01160159,0,-3.439733086,1.618274863
121,Children,EF-Reasoning and planning,EF-Reasoning and planning,ES_large,ES_large,ES_large,Bisiacchi et al 2018,2018,Tower Puzzle,NA,NA,Score; max score =12,NA,NA,10.3,1.8,11,743.18,83.66,11.3,1,28,NA,-1,-0.979591837,NA,1,13,2.483333333,11.83333333,2.458333333,NA,NA,NA,NA,-0.789237368,-0.773130483,-1,-1,-0.979591837,0.33025974,27,0.971962617,-0.971962617,0.347754394,-0.910729111,1.01160159,0,-3.439733086,1.618274863
123,Children,EF-Reasoning and planning,EF-Reasoning and planning,ES_large,ES_large,ES_large,Leuzzi et al 2004,2007,Weigl’s Sorting,NA,NA,NA,"The subject is shown one of two gestures,  is required to respond each time with the opposite gesture of the one shown.",NA,10.14,2.28,14,491,149.2,11.07,1.25,14,NA,-1,-0.722330097,NA,1,10.8,1.25,10.9,1.25,NA,NA,NA,NA,-0.505819642,-0.491087031,-0.744,-0.744,-0.722330097,0.309069714,13,0.941176471,-0.700235294,0.32792854,-0.910729111,1.01160159,0,-3.439733086,1.618274863
142,Children,EF-Sustained attention,EF-Sustained attention,ES_medium,ES_large,ES_medium,Weglage et al 1995,1995,D2 Test,NA,NA,accuracy,NA,NA,35.5,26.6,20,583,377,58.5,34.9,20,NA,-1,-0.64593256,NA,1,10.91666667,1.3,11,1.1,NA,NA,NA,NA,-0.741247392,-0.726520623,-0.659025788,-0.659025788,-0.64593256,0.079045739,19,0.96,-0.632664756,0.08957902,-0.920352373,0.876086568,0,-3.110568793,1.269864047
143,Children,EF-Sustained attention,EF-Sustained attention,ES_medium,ES_large,ES_medium,Trimarco et al 2020,2020,Auditory Attention,NA,NA,Pointing to stimuli according to consistent and inconsistent examiner cues;,NA,NA,5,1.25,15,289,82.8,5,0.75,14,NA,-1,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.256613757,13,0.941176471,0,0.256613757,-0.920352373,0.876086568,0,-3.110568793,1.269864047
152,Children,EF-Sustained attention,EF-Sustained attention,ES_medium,ES_large,ES_medium,Gassio et al 2005,2005,Conner's Continuous Performance Test,NA,NA,CPT - Error average,NA,click when see/hear '2' do not click when you see/hear '1',53.5,10.5,26,489,181,48,8.5,21,NA,1,-0.636214262,NA,1,12.3,3.7,11.8,3.6,NA,NA,NA,NA,-0.569219387,-0.559679398,-0.647058824,-0.647058824,-0.636214262,0.106309492,20,0.962025316,-0.622486969,0.115996743,-0.920352373,0.876086568,0,-3.110568793,1.269864047
168,Children,EF-Sustained attention,EF-Sustained attention,ES_medium,ES_large,ES_medium,Jahja et al 2014,2014,Sustained attention-dots,NA,NA,SAD - inhibitory control - high Phe group,NA,NA,8.7,8.4,21,590,248,4.4,4.9,73,NA,1,-0.870377579,NA,1,10.6,2.5,10.9,2.2,NA,NA,NA,NA,-0.736042815,-0.730026116,-0.87755102,-0.87755102,-0.870377579,0.153640321,72,0.989547038,-0.868378013,0.15887699,-0.920352373,0.876086568,0,-3.110568793,1.269864047
528,Children,IQ,IQ,NA,NA,NA,Weglage et al 1995,1995,Culture fair intelligence test,NA,NA,NA,NA,NA,101.4,10,20,583,377,104.7,9.5,20,NA,-1,-0.340467062,NA,1,10.91666667,1.3,11,1.1,NA,NA,NA,NA,-0.33835033,-0.331628138,-0.347368421,-0.347368421,-0.340467062,0.105401662,19,0.96,-0.333473684,0.108328101,-0.588356605,0.423007411,0,-1.645875132,0.469161923
535,Children,IQ,IQ,NA,NA,NA,Smith et al 2000,2000,Full scale IQ,NA,NA,Doesn’t say which measure,NA,NA,101,10.4,19,777.2,199.9,101,12,19,NA,-1,0,NA,1,9.4,2.9,9.3,2.9,NA,NA,NA,NA,0,0,0,0,0,0.092163743,18,0.957746479,0,0.092163743,-0.588356605,0.423007411,0,-1.645875132,0.469161923
538,Children,IQ,IQ,NA,NA,NA,White et al 2001,2001,Matrix Reasoning,NA,NA,Non-verbal,NA,NA,107,15,23,496.4,230,114,16,23,NA,-1,-0.43,NA,1,10.7,3.4,11.1,3.7,NA,NA,NA,NA,-0.451378116,-0.443640206,-0.4375,-0.4375,-0.43,0.081691576,22,0.965517241,-0.422413793,0.085746881,-0.588356605,0.423007411,0,-1.645875132,0.469161923
537,Children,IQ,IQ,NA,NA,NA,White et al 2001,2001,Vocabulary,NA,NA,Verbal,NA,NA,106,19,23,496.4,230,113,19,23,NA,-1,-0.362105263,NA,1,10.7,3.4,11.1,3.7,NA,NA,NA,NA,-0.368421053,-0.362105263,-0.368421053,-0.368421053,-0.362105263,0.086956522,22,0.965517241,-0.355716878,0.089832306,-0.588356605,0.423007411,0,-1.645875132,0.469161923
539,Children,IQ,IQ,NA,NA,NA,Christ et al 2006,2006,WASI,NA,NA,NA,NA,NA,102.2,9.9,26,423.8,339,107.7,10.6,25,NA,-1,-0.510885341,NA,1,11.2,3.1,11.3,3.4,NA,NA,NA,NA,-0.536646481,-0.528390382,-0.518867925,-0.518867925,-0.510885341,0.073549443,24,0.968421053,-0.502482622,0.078809626,-0.588356605,0.423007411,0,-1.645875132,0.469161923
532,Children,IQ,IQ,NA,NA,NA,Banerjee et al 2011,2011,WASI,NA,NA,NA,NA,NA,105.8,9.6,36,508.50576,284.52108,108.5,10,41,NA,-1,-0.26729097,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,-0.275079001,-0.272319011,-0.27,-0.27,-0.26729097,0.049990244,40,0.981132075,-0.26490566,0.050867432,-0.588356605,0.423007411,0,-1.645875132,0.469161923
533,Children,IQ,IQ,NA,NA,NA,Janos et al 2012,2012,WASI,NA,NA,NA,NA,NA,106,10.9,42,546,331,114.6,13.9,81,NA,-1,-0.614862148,NA,1,11.8,3.5,12.3,3.2,NA,NA,NA,NA,-0.663504242,-0.659383097,-0.618705036,-0.618705036,-0.614862148,0.026986792,80,0.990595611,-0.612886493,0.029334479,-0.588356605,0.423007411,0,-1.645875132,0.469161923
529,Children,IQ,IQ,NA,NA,NA,Wiersema et al 2005,2005,WISC-III,NA,NA,NA,9.2,2,99,8.1,9,297,165,103,7.9,9,5,-1,-0.482218204,NA,1,9.2,2,9.2,1.9,NA,early,Continously,NA,-0.499960942,-0.476153278,-0.506329114,-0.506329114,-0.482218204,0.227919315,8,0.903225806,-0.457329522,0.240991208,-0.588356605,0.423007411,0,-1.645875132,0.469161923
530,Children,IQ,IQ,NA,NA,NA,Anderson et al 2002/2007,2002,WISC-III,NA,NA,NA,NA,NA,93.34,10.23,36,490.34484,375.32568,102.92,11.77,69,NA,-1,-0.807992608,NA,1,11.18,3.4,10.29,3.1,NA,NA,NA,NA,-0.850019676,-0.843815152,-0.81393373,-0.81393373,-0.807992608,0.035477119,68,0.988929889,-0.804923393,0.040241102,-0.588356605,0.423007411,0,-1.645875132,0.469161923
531,Children,IQ,IQ,NA,NA,NA,Antshel & Waisbren 2003,2003,WISC-III,NA,NA,NA,NA,NA,104.2,10.7,46,490.34484,375.32568,102.2,13.4,18,-0.164943195,-1,0.147440933,NA,1,10.75,2.1,13.1,3.2,NA,NA,NA,NA,0.173859301,0.171747649,0.149253731,0.149253731,0.147440933,0.069416733,17,0.955223881,0.142570728,0.070014569,-0.588356605,0.423007411,0,-1.645875132,0.469161923
536,Children,IQ,IQ,NA,NA,NA,Stemerdink et al 1999,1999,WISC-R,NA,NA,NA,NA,NA,98,13,36,455,250,105,11,36,NA,-1,-0.629521017,NA,1,13.3,3,13.2,3,NA,NA,NA,NA,-0.581318359,-0.575067624,-0.636363636,-0.636363636,-0.629521017,0.066574839,35,0.978417266,-0.622629169,0.07211294,-0.588356605,0.423007411,0,-1.645875132,0.469161923
534,Children,IQ,IQ,NA,NA,NA,Leuzzi et al 2004,2004,WISC-R,NA,NA,NA,NA,NA,102.14,10.21,14,491,149.2,108.8,12.7,14,NA,-1,-0.509135387,NA,1,10.8,1.25,10.9,1.25,NA,NA,NA,NA,-0.578001648,-0.561166648,-0.524409449,-0.524409449,-0.509135387,0.117593908,13,0.941176471,-0.493561834,0.126963265,-0.588356605,0.423007411,0,-1.645875132,0.469161923
