"Order","Age..group","Func_EF_flex_one","Function","ES_group","Study","Year","Task","speed.acc....all.speed.tasks.even.if.no.matched.with.accuracy.","speed.acc.matched","Condition.measure","More.information","X","X.1","x.","SD","N..obs","Current.Phe.Mean","SD.1","X.2","x..1","SD.2","N..obs.1","X.3","Cohen..s.D...not.revr","X.4","Coeff","Glass.delta","SD.glass","Include","X.5","x..2","SD.3","X.6","x..3","SD.4","Age.diet.starts","Age.diet.starts.1","Diet.termination","Age.diet.starts.2","X.7"
435,"Adults","Visual spatial attention speed","Visual spatial attention speed","","Palermo et al 2017/2020; De Felice et al 2018",2017,"Detection w/distractors-RT","speed","speed","Detection with distractors - RT","","","",438,"70.6000",37,"720.0000",NA,"",407,"72.2000",30,"","-0.43",NA,1,"-0.42","",1,"","","","",NA,"","1","Since birth","cont treat","Soon after birth",""
437,"Adults","Visual spatial attention speed","Visual spatial attention speed","","Palermo et al 2017/2020; De Felice et al 2018",2017,"Feature search-RT","speed","speed","Feature search - RT","","","",606,"167.6000",37,"720.0000",NA,"",498,"71.7000",30,"","-0.84",NA,1,"-1.49","",1,"","","","",NA,"","1","Since birth","cont treat","Soon after birth",""
431,"Adults","Visual spatial attention speed","Visual spatial attention speed","","Ris et al 1994",1994,"ADM visual search-RT","","","Attention Diagnostic Method - ADM visual search; unaffected siblings - Time (sec.)","","","",461,"132.0000",25,"1332.0000",NA,"",395,"48.0000",15,"","-0.66",NA,1,"-1.35","",1,"","","","",NA,"","2","Within 1 month","cont treat","Within 1 month",""
434,"Adults","Visual spatial attention speed","Visual spatial attention speed","","Romani et al 2020",2020,"Conjoined search-RT","speed","speed","Conjoined search - RT","","","",1152,"237.0000",19,"1042.0000",NA,"",938,"203.0000",19,"","-0.97",NA,1,"-1.03","",1,"","","","",NA,"","1","Since birth","-","Soon after birth",""
436,"Adults","Visual spatial attention speed","Visual spatial attention speed","","Romani et al 2020",2020,"Detection w/distractors-RT","speed","speed","Detection with distractors - RT","","","",483,"104.0000",19,"1042.0000",NA,"",430,"58.0000",19,"","-0.63",NA,1,"-0.89","",1,"","","","",NA,"","1","Since birth","-","Soon after birth",""
438,"Adults","Visual spatial attention speed","Visual spatial attention speed","","Romani et al 2020",2020,"Feature search-RT","speed","speed","Feature search - RT","","","",752,"262.0000",19,"1042.0000",NA,"",586,"113.0000",19,"","-0.82",NA,1,"-1.44","",1,"","","","",NA,"","1","Since birth","-","Soon after birth",""
441,"Children","Visual spatial attention speed","Visual spatial attention speed","","Anderson et al 2002/2007",2008,"Symbol Search","","","speed + accuracy","","from WISC","",8.36,"2.8723",33,"",NA,"",11.35,"2.9155",34,"","",NA,-1,"-1.01","",1,"","11.18","3.4","",10.3,"3.1","","","","",""
405,"Adults","Visual STM/WM","Visual STM/WM","ES_large","Channon et al 2004",2004,"Self ordered pointing","",""," N correct","","","",13.53,"3.2500",20,"858.5000",NA,"",17.62,"3.5700",20,"","1.20",NA,-1,"-1.12","",1,"","","","",NA,"","2","Within 1 month","cont treat","Within 1 month",""
287,"Adults","Visual STM/WM","Visual STM/WM","ES_large","Christ et al 2023",2023,"Picture Sequence","","","T-score","Participants are shown a sequence of pictures. Following the presentation of the final image, all stimuli are randomly mixed. The participant must then place the images to match the initial presentation order. Picture vary in numbers for 6-15 depending on age","NIH Toolbox Cognitive Battery","",54,"11.5000",40,"589.0000",444,"",58,"11.8000",32,NA,"",NA,-1,"-0.34","",1,"",NA,"","",NA,"","","","","",""
403,"Adults","Visual STM/WM","Visual STM/WM","ES_large","Jahja et al 2016/2017",2017,"Feature integration-accuracy","accuracy","accuracy","Feature integration - N Errors","","","",4.5,"2.6000",57,"655.0000",NA,"",3.9,"2.6000",57,"","-0.23",NA,1,"-0.23","",1,"","","","",NA,"","1","Since birth","cont treat","Soon after birth",""
404,"Adults","Visual STM/WM","Visual STM/WM","ES_large","Jahja et al 2016/2017",2017,"Feature integration-RT","speed","speed","Feature integration - RT","","","",1705,"457.0000",57,"655.0000",NA,"",1539,"318.0000",57,"","-0.42",NA,1,"-0.52","",1,"","","","",NA,"","1","Since birth","cont treat","Soon after birth",""
409,"Adults","Visual STM/WM","Visual STM/WM","ES_large","Jahja et al 2016/2017",2017,"Visuospatial sequencing-N cor","","","Visuospatial sequencing task - N correct","","","",98.6,"5.6000",57,"655.0000",NA,"",100.7,"3.5000",57,"","0.45",NA,-1,"-0.60","",1,"","","","",NA,"","1","Since birth","cont treat","Soon after birth",""
412,"Adults","Visual STM/WM","Visual STM/WM","ES_large","Moyle et al 2007",2007,"WMS-III Visual Immedjate Memory","","","Visual Immediate memory score(WMS III) ","","","",94,"19.4000",12,"-",NA,"",96,"11.8000",12,"","0.12",NA,-1,"-0.16","",1,"","","","",NA,"","1","From birth","cont treat","Soon after birth",""
396,"Adults","Visual STM/WM","Visual STM/WM","ES_large","Palermo et al 2017/2020; De Felice et al 2018",2017,"Corsi Block task ","","","Corsi span","","","",5.3,"0.9000",37,"720.0000",NA,"",5.7,"0.9000",30,"","0.44",NA,-1,"-0.44","",1,"","","","",NA,"","1","Since birth","cont treat","Soon after birth",""
397,"Adults","Visual STM/WM","Visual STM/WM","ES_large","Romani et al 2020",2020,"Corsi Block task ","","","Corsi span","","","",5.9,"1.0000",19,"1042.0000",NA,"",5,"1.1000",19,"","-0.86",NA,-1,"0.80","",1,"","","","",NA,"","","","","",""
406,"Adults","Visual STM/WM","Visual STM/WM","ES_large","Smith et al 1996-High Phe",1996,"Self ordered pointing","","","N err","Petrides & Milner, 1982","","",9.3,"3.6500",11,"1545.0000",NA,"",4.68,"2.5300",22,"","-1.47",NA,1,"-1.78","",1,"","","","",NA,"","--","--","-","--",""
407,"Adults","Visual STM/WM","Visual STM/WM","ES_large","Smith et al 1996-Low Phe",1996,"Self ordered pointing","","","N err","Petrides & Milner, 1982","","",8.9,"4.0600",11,"566.0000",NA,"",4.68,"2.5300",22,"","-1.25",NA,1,"-1.63","",1,"","","","",NA,"","--","--","-","--",""
398,"Children","Visual STM/WM","Visual STM/WM","ES_medium","Bisiacchi et al 2018",2018,"Corsi Block task ","","","","","","",4.9,"0.9000",11,"743.1800",83.66,"",4.3,"1.0000",28,"","",NA,-1,"0.59","",1,"","13.0","2.5","",11.8,"2.5","","","","",""
408,"Children","Visual STM/WM","Visual STM/WM","ES_medium","Smith et al 2000",2000,"Self ordered pointing","","","Errors","point to a different picture in a grid across presentations of the grid (which could have 6,8,10. or 12 pictures)","","",14.16,"6.6200",19,"777.2000",199.9,"",12.53,"4.9400",19,"","",NA,1,"-0.32","",1,"","9.4","2.9","",9.3,"2.9","","","","",""
410,"Children","Visual STM/WM","Visual STM/WM","ES_medium","Stemerdink et al 1999",1999,"Recency judgment test","","","% correct","Which of two pictures occurred more recently in the sequence.  Participants had to look at a series of drawings presented one
at a time in the center of the screen. From time to time a test item appeared bear-
ing two drawings with a question mark between them; the participant had to in-
dicate which of these drawings he or she saw more recently.","","",68.1,"14.9000",36,"455.0000",250,"",88.9,"9.2000",36,"","",NA,-1,"-2.24","",1,"","13.3","3","",13.2,"3.0","","","","",""
411,"Children","Visual STM/WM","Visual STM/WM","ES_medium","Stemerdink et al 2000",2000,"Recognition test","","","% correct","has this picture been presented before","","",88.7,"9.2000",36,"455.0000",250,"",91.5,"9.6000",36,"","",NA,-1,"-0.29","",1,"","","","",NA,"","","","","",""
399,"Mixed-age","Visual STM/WM","Visual STM/WM","","Luciana et al 2001",2001,"Corsi Block task ","","","","span","???","",6.7,"1.4000",18,NA,NA,"",6.2,"1.4000",16,"","",NA,-1,"0.35","",1,"","17.88","2.74","",16.32,"2.92","","","","",""
400,"Mixed-age","Visual STM/WM","Visual STM/WM","","Luciana et al 2001",2001,"Corsi Block task ","","","","Easy-item","","",0.71,"1.7000",18,NA,NA,"",1.6,"4.0700",16,"","",NA,-1,"-0.21","",1,"","17.88","2.74","",16.32,"2.92","","","","",""
401,"Mixed-age","Visual STM/WM","Visual STM/WM","","Luciana et al 2001",2001,"Corsi Block task ","","","","Hard-item","","",21.6,"16.8000",18,NA,NA,"",30.4,"16.9000",16,"","",NA,-1,"-0.51","",1,"","17.88","2.74","",16.32,"2.92","","","","",""
402,"Mixed-age","Visual STM/WM","Visual STM/WM","","Luciana et al 2001",2001,"Corsi Block task ","","","","Strategy","","",32.6,"4.6000",18,NA,NA,"",33.3,"4.3300",16,"","",NA,-1,"-0.16","",1,"","17.88","2.74","",16.32,"2.92","","","","",""
492,"Adults","Visuo motor control","Visuo motor control","ES_large","Bartus et al 2018",2018,"Motor screening test-Err score","","","Motor screening test (Error raw score)","","","",10.1,"2.1400",46,"594.8000",NA,"",8.54,"1.9100",31,"","-0.77",NA,1,"-0.81","",1,"","","","",NA,"","1","Since birth","cont treat","Soon after birth",""
493,"Adults","Visuo motor control","Visuo motor control","ES_large","Christ et al 2023",2023,"Pegboard-Dominant Hand","","","T-score","higher=better","NIH Toolbox Motor Battery","",50,"9.2000",40,"589.0000",444,"",51,"9.6000",32,NA,"",NA,-1,"-0.10","",1,"",NA,"","",NA,"","","","","",""
494,"Adults","Visuo motor control","Visuo motor control","ES_large","Christ et al 2023",2023,"Pegboard-Non-Dominant Hand","","","T-score","higher=better","NIH Toolbox Motor Battery","",47,"10.8000",40,"589.0000",444,"",54,"10.3000",32,NA,"",NA,-1,"-0.67","",1,"",NA,"","",NA,"","","","","",""
477,"Adults","Visuo motor control","Visuo motor control","ES_large","Palermo et al 2017/2020; De Felice et al 2018",2017,"Grooved pegboard-Time ","","","Grooved pegboard - Time (sec.)","","","",65.1,"11.7000",37,"720.0000",NA,"",59.2,"5.1000",30,"","-0.65",NA,1,"-1.14","",1,"","","","",NA,"","1","Since birth","cont treat","Soon after birth",""
473,"Adults","Visuo motor control","Visuo motor control","ES_large","Pietz et al 1998",1998,"Fast Video Tracking-Level dist","","","Fast Video Tracking task level distance","","","",37.9,"15.2000",57,"1085.0000",NA,"",26.5,"8.6000",40,"","-0.92",NA,1,"-1.32","",1,"","","","",NA,"","4","Within 3 months","-","Within 3 months",""
474,"Adults","Visuo motor control","Visuo motor control","ES_large","Pietz et al 1998",1998,"Fast Video Tracking-Stability dist","","","Fast Video Tracking task stability distance","","","",16.6,"11.8000",57,"1085.0000",NA,"",8.5,"6.4000",40,"","-0.85",NA,1,"-1.26","",1,"","","","",NA,"","4","Within 3 months","-","Within 3 months",""
481,"Adults","Visuo motor control","Visuo motor control","ES_large","Pietz et al 1998",1998,"Long pins/ short pins pegboard-Time","","","MLS Long pins/ short pins pegboard -  Time (sec.)","","","",452,"72.2400",57,"1085.0000",NA,"",430,"77.4800",40,"","-0.29",NA,1,"-0.28","",1,"","","","",NA,"","4","Within 3 months","-","Within 3 months",""
482,"Adults","Visuo motor control","Visuo motor control","ES_large","Pietz et al 1998",1998,"MLS line following-Duration ","","","MLS line following duration ","","","",14.4,"11.8000",57,"1085.0000",NA,"",10.7,"8.6000",40,"","-0.36",NA,1,"-0.43","",1,"","","","",NA,"","4","Within 3 months","-","Within 3 months",""
483,"Adults","Visuo motor control","Visuo motor control","ES_large","Pietz et al 1998",1998,"MLS line following-N err","","","MLS line following N Error","","","",19.6,"10.9000",57,"1085.0000",NA,"",15.1,"9.4000",40,"","-0.44",NA,1,"-0.47","",1,"","","","",NA,"","4","Within 3 months","-","Within 3 months",""
484,"Adults","Visuo motor control","Visuo motor control","ES_large","Pietz et al 1998",1998,"MLS rotor circle-Duration ","","","MLS rotor circle duration ","","","",101,"52.0000",57,"1085.0000",NA,"",89,"58.0000",40,"","-0.22",NA,1,"-0.21","",1,"","","","",NA,"","4","Within 3 months","-","Within 3 months",""
485,"Adults","Visuo motor control","Visuo motor control","ES_large","Pietz et al 1998",1998,"MLS rotor circle-N err","","","MLS rotor circle - N Error","","","",35,"12.0000",57,"1085.0000",NA,"",33,"12.0000",40,"","-0.17",NA,1,"-0.17","",1,"","","","",NA,"","4","Within 3 months","-","Within 3 months",""
486,"Adults","Visuo motor control","Visuo motor control","ES_large","Pietz et al 1998",1998,"MLS steadiness-Duration","","","MLS steadiness duration - Does not specify but assume seconds","","","",3,"4.9000",57,"1085.0000",NA,"",1.7,"3.5000",40,"","-0.31",NA,1,"-0.37","",1,"","","","",NA,"","4","Within 3 months","-","Within 3 months",""
487,"Adults","Visuo motor control","Visuo motor control","ES_large","Pietz et al 1998",1998,"MLS steadiness-N err","","","MLS steadiness N Error","","","",4.7,"6.0000",57,"1085.0000",NA,"",3.1,"4.7000",40,"","-0.30",NA,1,"-0.34","",1,"","","","",NA,"","4","Within 3 months","-","Within 3 months",""
475,"Adults","Visuo motor control","Visuo motor control","ES_large","Pietz et al 1998",1998,"Slow Video Tracking-Level dist","","","Slow Video Tracking task level distance","","","",17.2,"6.7000",57,"1085.0000",NA,"",13.1,"3.5000",40,"","-0.77",NA,1,"-1.16","",1,"","","","",NA,"","4","Within 3 months","-","Within 3 months",""
476,"Adults","Visuo motor control","Visuo motor control","ES_large","Pietz et al 1998",1998,"Slow Video Tracking-Stability dist","","","Slow Video Tracking task stability distance","","","",6.5,"3.0000",57,"1085.0000",NA,"",4.9,"3.6000",40,"","-0.48",NA,1,"-0.44","",1,"","","","",NA,"","4","Within 3 months","-","Within 3 months",""
499,"Adults","Visuo motor control","Visuo motor control","ES_large","Pilotto et al 2021",2021,"TMT-A","","","","","","",29,"13.6200",19,"890.0000",NA,"",20,"5.5000",25,"","-0.87",NA,1,"-1.61","",1,"","","","",NA,"","1","","cont treat","",""
478,"Adults","Visuo motor control","Visuo motor control","ES_large","Romani et al 2020",2020,"Grooved pegboard-Time ","","","Grooved pegboard - Time (sec.)","","","",76.7,"11.0000",19,"1042.0000",NA,"",70.6,"9.0000",19,"","-0.61",NA,1,"-0.66","",1,"","","","",NA,"","","","","",""
498,"Adults","Visuo motor control","Visuo motor control","ES_large","Weglage et al 2013",2013,"TMT-A","","","TMT (ZVT); only  T1","","","",93.2,"63.6000",57,"810.3000",NA,"",77,"19.7000",46,"","-0.34",NA,1,"-0.82","",1,"","","","",NA,"","3","Within 10 weeks ","cont treat","Within 10 weeks ",""
500,"Children","Visuo motor control","Visuo motor control","ES_medium","Bisiacchi et al 2018",2018,"TMT-A","","","","","","",43.4,"14.3000",11,"743.1800",83.66,"",49.9,"14.4000",28,"","",NA,-1,"-0.44","",1,"","13.0","2.5","",11.8,"2.5","","","","",""
495,"Children","Visuo motor control","Visuo motor control","ES_medium","Gassio et al 2005",2005,"Purdue assembly","","","","","Purdue Pegboard Test","",42,"9.0000",26,"489.0000",181,"",49,"8.0000",21,"","",NA,-1,"-0.86","",1,"","12.3","3.7","",11.8,"3.6","","","","",""
496,"Children","Visuo motor control","Visuo motor control","ES_medium","Gassio et al 2005",2005,"Tapping Dominant hand","","","","","Purdue Pegboard Test","",48,"11.0000",26,"489.0000",181,"",51,"10.0000",21,"","",NA,-1,"-0.29","",1,"","12.3","3.7","",11.8,"3.6","","","","",""
497,"Children","Visuo motor control","Visuo motor control","ES_medium","Gassio et al 2005",2005,"Tapping Nondominant hand","","","","","Purdue Pegboard Test","",50,"11.0000",26,"489.0000",181,"",52,"10.0000",21,"","",NA,-1,"-0.20","",1,"","12.3","3.7","",11.8,"3.6","","","","",""
503,"Children","Visuo motor control","Visuo motor control","ES_medium","Gassio et al 2005",2005,"TMT-A","","","","","","",42,"13.0000",26,"489.0000",181,"",57,"10.0000",21,"","",NA,-1,"-1.47","",1,"","12.3","3.7","",11.8,"3.6","","","","",""
479,"Children","Visuo motor control","Visuo motor control","ES_medium","Griffiths 1995",1995,"Peg transfer-Purdue Pegboard","speed","","Grooved pegboard - Time (sec.)","Purdue Pegboard (Lafayette Instruments) without collars and washers. Total time for transferring 25 pegs from left to right column of holes and back again. Preferred hand; seconnds??","","",88.5,"19.5600",10,"348.0000",NA,"",72.7,"12.8000",10,"","",NA,1,"-1.18","",1,"","7.53","-","",7.59,"-","","median age 15 days (range 12-20)","","",""
488,"Children","Visuo motor control","Visuo motor control","ES_medium","Jahja et al 2014",2014,"Motor control accuracy","","","deviation from target in mm- high  Phe group","","","",6.7,"4.4000",21,"590.0000",248,"",4.5,"1.3000",73,"","",NA,1,"-1.68","",1,"","10.6","2.5","",10.9,"2.2","","","","",""
489,"Children","Visuo motor control","Visuo motor control","ES_medium","Jahja et al 2014",2014,"Motor control stability","","","sd of movement trajectory- high  Phe group","","","",5.3,"4.3000",21,"590.0000",248,"",3.1,"0.9000",73,"","",NA,1,"-2.42","",1,"","10.6","2.5","",10.9,"2.2","","","","",""
469,"Children","Visuo motor control","Visuo motor control","ES_medium","Weglage et al 1995",1995," Follow line ","","","F (number of mistakes)","","","",0.1,"1.1000",20,"583.0000",377,"",0.1,"0.9000",20,"","",NA,1,"0.00","",1,"","10.11","1.3","",11,"1.1","","","","",""
470,"Children","Visuo motor control","Visuo motor control","ES_medium","Weglage et al 1995",1995,"Aiming ","","","F (number of mistakes)","","","",-0.1,"0.8000",20,"583.0000",377,"",0.1,"1.2000",20,"","",NA,1,"0.16","",1,"","10.11","1.3","",11,"1.1","","","","",""
472,"Children","Visuo motor control","Visuo motor control","ES_medium","Weglage et al 1995",1995,"Rotor task","","","F (number of mistakes)","z score (number of mistakes)","","",-0.1,"1.0000",20,"583.0000",377,"",0.1,"1.0000",20,"","",NA,-1,"-0.20","",1,"","13.9","1.3","",14,"1.1","","","","",""
471,"Children","Visuo motor control","Visuo motor control","ES_medium","Weglage et al 1995",1995,"Steadiness ","","","F (number of mistakes)","","","",0.1,"1.1000",20,"583.0000",377,"",0.1,"0.9000",20,"","",NA,1,"0.00","",1,"","10.11","1.3","",11,"1.1","","","","",""
480,"Mixed-age","Visuo motor control","Visuo motor control","","Griffiths 1995",1995,"Peg transfer-Purdue Pegboard","speed","","Grooved pegboard - Time (sec.)","Purdue Pegboard (Lafayette Instruments) without collars and washers. Total time for transferring 25 pegs from left to right column of holes and back again. Preferred hand; seconnds??","","",51.5,"5.4200",10,"1014.0000",216,"",46.9,"4.7500",10,"","",NA,-1,"0.93","",1,"","20.6","3.8","13.6-28.42",NA,"","","","","",""
490,"Mixed-age","Visuo motor control","Visuo motor control","","Luciana et al 2001",2001,"Motor screening task","accuracy","accuracy","Errors","Error","quickly and accurately touch visual targets that are
presented one at a time on the computer screen","",15.9,"8.5000",18,NA,NA,"",14.1,"3.9000",16,"","",NA,1,"-0.45","",1,"","17.88","2.74","",16.32,"2.92","","","","",""
